SubjTrial,SubjectID,ExpNum,ItemNum,Response,MiddleTerm1,MiddleTerm2,relationtype,TrialType,Syllogism,ListNum,OrderNum,premise1,premise2,conclusion,digitMatch,RT,SyllogismSimple,ExpectedResponse,ResponseWasCorrect,excl.subj,excl.trial
1_14,1,N5-c-M3,14,1,rifles,rifles,*,Valid Filler,Disamis,1,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,4395,Disamis,1,1,0,0
1_15,1,N5-c-M3,15,1,knight,armor,script,Related,Datisi,1,1,All knights are brave,Some armors are decorations,Some decorations are brave,NA,7911,Datisi,0,0,0,0
1_16,1,N5-c-M3,16,1,doughnuts,doughnuts,*,Valid Filler,Darii,1,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,3414,Darii,1,1,0,0
1_17,1,N5-c-M3,17,1,trucks,trucks,*,Valid Filler,Dimatis,1,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,2713,Dimatis,1,1,0,0
1_18,1,N5-c-M3,18,1,poets,poets,*,Valid Filler,Datisi,1,1,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,2666,Datisi,1,1,0,0
1_19,1,N5-c-M3,19,0,jaw ,mouth,category,Related,Disamis,1,1,Some jaws are bones,All mouths are holes,Some holes are bones,NA,3513,Disamis,0,1,0,0
1_20,1,N5-c-M3,20,0,spider,soda,*,Unrelated,Datisi,1,1,All spiders have eight legs,Some sodas are diet drinks,Some diet drinks have eight legs,NA,6694,Datisi,0,1,0,0
1_21,1,N5-c-M3,21,0,steaks,steaks,*,Invalid Filler,Disamis*,1,1,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,3412,Disamis,0,1,0,0
1_22,1,N5-c-M3,22,0,injuries,injuries,*,Invalid Filler,Dimatis*,1,1,Some sunburns are injuries,All broken bones are injuries,Some broken bones are sunburns,NA,5015,Dimatis,0,1,0,0
1_23,1,N5-c-M3,23,1,beans,rice,category,Related,Darii,1,1,All beans are legumes,Some grains are rice,Some grains are legumes,NA,5363,Darii,0,0,0,0
1_24,1,N5-c-M3,24,1,compass,direction,instrument,Related,Datisi,1,1,All compasses have a needle,Some directions are instructions,Some instructions have a needle,NA,5444,Datisi,0,0,0,0
1_25,1,N5-c-M3,25,0,mothers,mothers,*,Invalid Filler,Darii*,1,1,All grandmothers are mothers,Some teens are mothers,Some teens are grandmothers,NA,11522,Darii,0,1,0,0
1_26,1,N5-c-M3,26,1,noun,verb,category,Related,Disamis,1,1,Some nouns are proper names,All verbs are actions,Some actions are proper names,NA,6264,Disamis,0,0,0,0
1_27,1,N5-c-M3,27,0,lion,religion,*,Unrelated,Datisi,1,1,All lions are felines,Some religions are cults,Some cults are felines,NA,8562,Datisi,0,1,0,0
1_28,1,N5-c-M3,28,0,blackboard,chalk,instrument,Related,Dimatis,1,1,Some walls are blackboards,All chalks are writing tools,Some writing tools are walls,NA,15855,Dimatis,0,1,0,0
1_29,1,N5-c-M3,29,0,pepperoni,alcohol,*,Unrelated,Disamis,1,1,Some pepperonis are pork,All alcohols are intoxicants,Some intoxicants are pork,NA,3612,Disamis,0,1,0,0
1_30,1,N5-c-M3,30,1,gang,feet,*,Unrelated,Disamis,1,1,Some gangs commit crimes,All feet are body parts,Some body parts commit crimes,NA,3982,Disamis,0,0,0,0
1_31,1,N5-c-M3,31,1,dresses,dresses,*,Invalid Filler,Darii*,1,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,5710,Darii,0,0,0,0
1_32,1,N5-c-M3,32,0,colors,colors,*,Invalid Filler,Disamis*,1,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,6430,Disamis,0,1,0,0
1_33,1,N5-c-M3,33,0,official,cereal,*,Unrelated,Disamis,1,1,Some officials are democratically elected,All cereals are grains,Some grains are democratically elected,NA,5013,Disamis,0,1,0,0
1_34,1,N5-c-M3,34,1,ponies,ponies,*,Valid Filler,Datisi,1,1,All ponies neigh,Some ponies are thoroughbreds,Some thoroughbreds neigh,NA,7893,Datisi,1,1,0,0
1_35,1,N5-c-M3,35,0,antiques,antiques,*,Invalid Filler,Darii*,1,1,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NA,5294,Darii,0,1,0,0
1_36,1,N5-c-M3,36,0,swords,swords,*,Valid Filler,Disamis,1,1,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,NA,4801,Disamis,1,0,0,0
1_37,1,N5-c-M3,37,0,cloak,dagger,script,Related,Disamis,1,1,Some cloaks are velvet,All daggers are knives,Some knives are velvet,NA,3457,Disamis,0,1,0,0
1_38,1,N5-c-M3,38,1,statues,statues,*,Valid Filler,Datisi,1,1,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,3368,Datisi,1,1,0,0
1_39,1,N5-c-M3,39,0,dances,dances,*,Invalid Filler,Darii*,1,1,All ballets are dances ,Some mating rituals are dances ,Some mating rituals are ballets,NA,3744,Darii,0,1,0,0
1_40,1,N5-c-M3,40,0,stones,stones,*,Invalid Filler,Datisi*,1,1,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,36093,Datisi,0,1,0,0
1_41,1,N5-c-M3,41,0,mammal,weekend,*,Unrelated,Datisi,1,1,All mammals are warm blooded,Some weekends are holidays,Some holidays are warm blooded,NA,4978,Datisi,0,1,0,0
1_42,1,N5-c-M3,42,0,surgery,hall,*,Unrelated,Dimatis,1,1,Some medical procedures are surgeries,All halls are passageways,Some passageways are medical procedures,NA,5499,Dimatis,0,1,0,0
1_43,1,N5-c-M3,43,0,spices,spices,*,Invalid Filler,Dimatis*,1,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,6659,Dimatis,0,1,0,0
1_44,1,N5-c-M3,44,1,mugs,mugs,*,Valid Filler,Datisi,1,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,6511,Datisi,1,1,0,0
1_45,1,N5-c-M3,45,0,peppers,peppers,*,Invalid Filler,Dimatis*,1,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,6464,Dimatis,0,1,0,0
1_46,1,N5-c-M3,46,0,sausages,sausages,*,Invalid Filler,Datisi*,1,1,All chili dogs are sausages,Some sausages are salamis,Some salamis are chili dogs,NA,3678,Datisi,0,1,0,0
1_47,1,N5-c-M3,47,1,waist,hip,category,Related,Darii,1,1,All waists fit in pants,Some bones are hips,Some bones fit in pants,NA,4448,Darii,0,0,0,0
1_48,1,N5-c-M3,48,1,dolls,dolls,*,Valid Filler,Darii,1,1,All dolls are man made,Some toys are dolls ,Some toys are man made,NA,3798,Darii,1,1,0,0
1_49,1,N5-c-M3,49,1,liars,liars,*,Valid Filler,Dimatis,1,1,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,4194,Dimatis,1,1,0,0
1_50,1,N5-c-M3,50,0,actors,actors,*,Invalid Filler,Datisi*,1,1,All male leads are actors,Some actors are women,Some women are male leads,NA,3313,Datisi,0,1,0,0
1_51,1,N5-c-M3,51,1,funerals,funerals,*,Invalid Filler,Datisi*,1,1,All open-casket services are funerals,Some funerals are anonymous burials,Some anonymous burials are open-casket services,NA,6194,Datisi,0,0,0,0
1_52,1,N5-c-M3,52,1,thieves,thieves,*,Invalid Filler,Dimatis*,1,1,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,6347,Dimatis,0,0,0,0
1_53,1,N5-c-M3,53,0,journal,hamburger,*,Unrelated,Darii,1,1,All journals are made of paper,Some entrées are hamburgers,Some entrées are made of paper,NA,3116,Darii,0,1,0,0
1_54,1,N5-c-M3,54,1,burgers,burgers,*,Valid Filler,Disamis,1,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,7591,Disamis,1,1,0,0
1_55,1,N5-c-M3,55,0,tortoise,syrup,*,Unrelated,Darii,1,1,All tortoises are animals,Some ice cream toppings are syrups,Some ice cream toppings are animals,NA,3629,Darii,0,1,0,0
1_56,1,N5-c-M3,56,0,ambulance,emergency,script,Related,Darii,1,1,All ambulances are vehicles,Some wildfires are emergencies,Some wildfires are vehicles,NA,9876,Darii,0,1,0,0
2_1,2,N5-c-M3,1,0,spider,soda,*,Unrelated,Datisi,1,2,All spiders have eight legs,Some sodas are diet drinks,Some diet drinks have eight legs,NA,9857,Datisi,0,1,0,0
2_2,2,N5-c-M3,2,1,swords,swords,*,Valid Filler,Disamis,1,2,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,NA,5197,Disamis,1,1,0,0
2_3,2,N5-c-M3,3,0,sausages,sausages,*,Invalid Filler,Datisi*,1,2,All chili dogs are sausages,Some sausages are salamis,Some salamis are chili dogs,NA,6823,Datisi,0,1,0,0
2_4,2,N5-c-M3,4,0,mothers,mothers,*,Invalid Filler,Darii*,1,2,All grandmothers are mothers,Some teens are mothers,Some teens are grandmothers,NA,9510,Darii,0,1,0,0
2_5,2,N5-c-M3,5,1,rifles,rifles,*,Valid Filler,Disamis,1,2,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,36719,Disamis,1,1,0,0
2_6,2,N5-c-M3,6,0,rabbi,toothbrush,*,Unrelated,Darii,1,2,All rabbis are Jewish,Some toiletries are toothbrushes,Some toiletries are Jewish,NA,4934,Darii,0,1,0,0
2_7,2,N5-c-M3,7,1,peppers,peppers,*,Invalid Filler,Dimatis*,1,2,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,6799,Dimatis,0,0,0,0
2_8,2,N5-c-M3,8,0,compass,direction,instrument,Related,Datisi,1,2,All compasses have a needle,Some directions are instructions,Some instructions have a needle,NA,20862,Datisi,0,1,0,0
2_9,2,N5-c-M3,9,1,toilets,toilets,*,Invalid Filler,Disamis*,1,2,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,4255,Disamis,0,0,0,0
2_10,2,N5-c-M3,10,1,sock,shoe,category,Related,Datisi,1,2,All socks are elastic,Some shoes are high heels,Some high heels are elastic,NA,7088,Datisi,0,0,0,0
2_11,2,N5-c-M3,11,1,microscope,mob,*,Unrelated,Dimatis,1,2,Some scientific instruments are microscopes,All mobs are criminal organizations,Some criminal organizations are scientific instruments,NA,5927,Dimatis,0,0,0,0
2_12,2,N5-c-M3,12,0,knight,armor,script,Related,Datisi,1,2,All knights are brave,Some armors are decorations,Some decorations are brave,NA,8189,Datisi,0,1,0,0
2_13,2,N5-c-M3,13,0,sack,clam,*,Unrelated,Dimatis,1,2,Some bags are sacks ,All clams are sea creatures,Some sea creatures are bags,NA,18487,Dimatis,0,1,0,0
2_14,2,N5-c-M3,14,1,clowns,clowns,*,Valid Filler,Darii,1,2,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,NA,7207,Darii,1,1,0,0
2_15,2,N5-c-M3,15,1,widows,widows,*,Valid Filler,Dimatis,1,2,Some parents are widows ,All widows are women,Some women are parents,NA,6007,Dimatis,1,1,0,0
2_16,2,N5-c-M3,16,1,lion,religion,*,Unrelated,Datisi,1,2,All lions are felines,Some religions are cults,Some cults are felines,NA,7383,Datisi,0,0,0,0
2_17,2,N5-c-M3,17,1,liars,liars,*,Valid Filler,Dimatis,1,2,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,19951,Dimatis,1,1,0,0
2_18,2,N5-c-M3,18,1,trucks,trucks,*,Valid Filler,Dimatis,1,2,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,20424,Dimatis,1,1,0,0
2_19,2,N5-c-M3,19,1,funerals,funerals,*,Invalid Filler,Datisi*,1,2,All open-casket services are funerals,Some funerals are anonymous burials,Some anonymous burials are open-casket services,NA,28182,Datisi,0,0,0,0
2_20,2,N5-c-M3,20,1,mugs,mugs,*,Valid Filler,Datisi,1,2,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,3878,Datisi,1,1,0,0
2_21,2,N5-c-M3,21,0,injuries,injuries,*,Invalid Filler,Dimatis*,1,2,Some sunburns are injuries,All broken bones are injuries,Some broken bones are sunburns,NA,7663,Dimatis,0,1,0,0
2_22,2,N5-c-M3,22,0,stones,stones,*,Invalid Filler,Datisi*,1,2,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,4887,Datisi,0,1,0,0
2_23,2,N5-c-M3,23,0,pepperoni,alcohol,*,Unrelated,Disamis,1,2,Some pepperonis are pork,All alcohols are intoxicants,Some intoxicants are pork,NA,4215,Disamis,0,1,0,0
2_24,2,N5-c-M3,24,0,cloak,dagger,script,Related,Disamis,1,2,Some cloaks are velvet,All daggers are knives,Some knives are velvet,NA,3848,Disamis,0,1,0,0
2_25,2,N5-c-M3,25,1,antiques,antiques,*,Invalid Filler,Darii*,1,2,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NA,5375,Darii,0,0,0,0
2_26,2,N5-c-M3,26,0,journal,hamburger,*,Unrelated,Darii,1,2,All journals are made of paper,Some entrées are hamburgers,Some entrées are made of paper,NA,5975,Darii,0,1,0,0
2_27,2,N5-c-M3,27,1,ponies,ponies,*,Valid Filler,Datisi,1,2,All ponies neigh,Some ponies are thoroughbreds,Some thoroughbreds neigh,NA,6287,Datisi,1,1,0,0
2_28,2,N5-c-M3,28,1,actors,actors,*,Invalid Filler,Datisi*,1,2,All male leads are actors,Some actors are women,Some women are male leads,NA,5871,Datisi,0,0,0,0
2_29,2,N5-c-M3,29,1,beans,rice,category,Related,Darii,1,2,All beans are legumes,Some grains are rice,Some grains are legumes,NA,26471,Darii,0,0,0,0
2_30,2,N5-c-M3,30,1,surgery,hall,*,Unrelated,Dimatis,1,2,Some medical procedures are surgeries,All halls are passageways,Some passageways are medical procedures,NA,6487,Dimatis,0,0,0,0
2_31,2,N5-c-M3,31,1,blackboard,chalk,instrument,Related,Dimatis,1,2,Some walls are blackboards,All chalks are writing tools,Some writing tools are walls,NA,4655,Dimatis,0,0,0,0
2_32,2,N5-c-M3,32,1,spices,spices,*,Invalid Filler,Dimatis*,1,2,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,36182,Dimatis,0,0,0,0
2_33,2,N5-c-M3,33,1,poets,poets,*,Valid Filler,Datisi,1,2,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,2999,Datisi,1,1,0,0
2_34,2,N5-c-M3,34,0,official,cereal,*,Unrelated,Disamis,1,2,Some officials are democratically elected,All cereals are grains,Some grains are democratically elected,NA,5895,Disamis,0,1,0,0
2_35,2,N5-c-M3,35,0,tortoise,syrup,*,Unrelated,Darii,1,2,All tortoises are animals,Some ice cream toppings are syrups,Some ice cream toppings are animals,NA,6327,Darii,0,1,0,0
2_36,2,N5-c-M3,36,1,jaw ,mouth,category,Related,Disamis,1,2,Some jaws are bones,All mouths are holes,Some holes are bones,NA,3095,Disamis,0,0,0,0
2_37,2,N5-c-M3,37,1,suitcases,suitcases,*,Valid Filler,Dimatis,1,2,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,4575,Dimatis,1,1,0,0
2_38,2,N5-c-M3,38,1,thieves,thieves,*,Invalid Filler,Dimatis*,1,2,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,5567,Dimatis,0,0,0,0
2_39,2,N5-c-M3,39,1,statues,statues,*,Valid Filler,Datisi,1,2,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,3535,Datisi,1,1,0,0
2_40,2,N5-c-M3,40,0,ambulance,emergency,script,Related,Darii,1,2,All ambulances are vehicles,Some wildfires are emergencies,Some wildfires are vehicles,NA,4423,Darii,0,1,0,0
2_41,2,N5-c-M3,41,1,burgers,burgers,*,Valid Filler,Disamis,1,2,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,3934,Disamis,1,1,0,0
2_42,2,N5-c-M3,42,0,mammal,weekend,*,Unrelated,Datisi,1,2,All mammals are warm blooded,Some weekends are holidays,Some holidays are warm blooded,NA,5192,Datisi,0,1,0,0
2_43,2,N5-c-M3,43,1,singers,singers,*,Valid Filler,Darii,1,2,All singers are vocalists ,Some guitarists are singers,Some guitarists are vocalists,NA,3559,Darii,1,1,0,0
2_44,2,N5-c-M3,44,1,noun,verb,category,Related,Disamis,1,2,Some nouns are proper names,All verbs are actions,Some actions are proper names,NA,5823,Disamis,0,0,0,0
2_45,2,N5-c-M3,45,1,dresses,dresses,*,Invalid Filler,Darii*,1,2,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,6670,Darii,0,0,0,0
2_46,2,N5-c-M3,46,1,grapes,grapes,*,Valid Filler,Disamis,1,2,Some grapes are red ,All grapes are fruits ,Some fruits are red ,NA,19128,Disamis,1,1,0,0
2_47,2,N5-c-M3,47,1,steaks,steaks,*,Invalid Filler,Disamis*,1,2,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,5143,Disamis,0,0,0,0
2_48,2,N5-c-M3,48,1,thunder,lightning,category,Related,Dimatis,1,2,Some rumbling is thunder,All lightning is bright light,Some bright light is rumbling,NA,8415,Dimatis,0,0,0,0
2_49,2,N5-c-M3,49,1,gang,feet,*,Unrelated,Disamis,1,2,Some gangs commit crimes,All feet are body parts,Some body parts commit crimes,NA,3847,Disamis,0,0,0,0
2_50,2,N5-c-M3,50,0,throne ,king,script,Related,Dimatis,1,2,Some seats are thrones,All kings are rulers,Some rulers are seats,NA,5304,Dimatis,0,1,0,0
2_51,2,N5-c-M3,51,1,dances,dances,*,Invalid Filler,Darii*,1,2,All ballets are dances ,Some mating rituals are dances ,Some mating rituals are ballets,NA,5207,Darii,0,0,0,0
2_52,2,N5-c-M3,52,0,colors,colors,*,Invalid Filler,Disamis*,1,2,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,7815,Disamis,0,1,0,0
2_53,2,N5-c-M3,53,1,dolls,dolls,*,Valid Filler,Darii,1,2,All dolls are man made,Some toys are dolls ,Some toys are man made,NA,3767,Darii,1,1,0,0
2_54,2,N5-c-M3,54,1,waist,hip,category,Related,Darii,1,2,All waists fit in pants,Some bones are hips,Some bones fit in pants,NA,4487,Darii,0,0,0,0
2_55,2,N5-c-M3,55,0,shapes,shapes,*,Invalid Filler,Disamis*,1,2,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,5184,Disamis,0,1,0,0
2_56,2,N5-c-M3,56,1,doughnuts,doughnuts,*,Valid Filler,Darii,1,2,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,4062,Darii,1,1,0,0
3_1,3,N5-c-M3,1,0,spider,soda,*,Unrelated,Datisi,1,2,All spiders have eight legs,Some sodas are diet drinks,Some diet drinks have eight legs,NA,7975,Datisi,0,1,0,0
3_2,3,N5-c-M3,2,0,swords,swords,*,Valid Filler,Disamis,1,2,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,NA,4262,Disamis,1,0,0,0
3_3,3,N5-c-M3,3,0,sausages,sausages,*,Invalid Filler,Datisi*,1,2,All chili dogs are sausages,Some sausages are salamis,Some salamis are chili dogs,NA,40535,Datisi,0,1,0,0
3_4,3,N5-c-M3,4,0,mothers,mothers,*,Invalid Filler,Darii*,1,2,All grandmothers are mothers,Some teens are mothers,Some teens are grandmothers,NA,4287,Darii,0,1,0,0
3_5,3,N5-c-M3,5,0,rifles,rifles,*,Valid Filler,Disamis,1,2,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,7424,Disamis,1,0,0,0
3_6,3,N5-c-M3,6,1,rabbi,toothbrush,*,Unrelated,Darii,1,2,All rabbis are Jewish,Some toiletries are toothbrushes,Some toiletries are Jewish,NA,5262,Darii,0,0,0,0
3_7,3,N5-c-M3,7,1,peppers,peppers,*,Invalid Filler,Dimatis*,1,2,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,24103,Dimatis,0,0,0,0
3_8,3,N5-c-M3,8,0,compass,direction,instrument,Related,Datisi,1,2,All compasses have a needle,Some directions are instructions,Some instructions have a needle,NA,6470,Datisi,0,1,0,0
3_9,3,N5-c-M3,9,1,toilets,toilets,*,Invalid Filler,Disamis*,1,2,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,48616,Disamis,0,0,0,0
3_10,3,N5-c-M3,10,1,sock,shoe,category,Related,Datisi,1,2,All socks are elastic,Some shoes are high heels,Some high heels are elastic,NA,4496,Datisi,0,0,0,0
3_11,3,N5-c-M3,11,0,microscope,mob,*,Unrelated,Dimatis,1,2,Some scientific instruments are microscopes,All mobs are criminal organizations,Some criminal organizations are scientific instruments,NA,6495,Dimatis,0,1,0,0
3_12,3,N5-c-M3,12,0,knight,armor,script,Related,Datisi,1,2,All knights are brave,Some armors are decorations,Some decorations are brave,NA,3143,Datisi,0,1,0,0
3_13,3,N5-c-M3,13,0,sack,clam,*,Unrelated,Dimatis,1,2,Some bags are sacks ,All clams are sea creatures,Some sea creatures are bags,NA,3703,Dimatis,0,1,0,0
3_14,3,N5-c-M3,14,0,clowns,clowns,*,Valid Filler,Darii,1,2,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,NA,8456,Darii,1,0,0,0
3_15,3,N5-c-M3,15,1,widows,widows,*,Valid Filler,Dimatis,1,2,Some parents are widows ,All widows are women,Some women are parents,NA,3309,Dimatis,1,1,0,0
3_16,3,N5-c-M3,16,0,lion,religion,*,Unrelated,Datisi,1,2,All lions are felines,Some religions are cults,Some cults are felines,NA,33264,Datisi,0,1,0,0
3_17,3,N5-c-M3,17,1,liars,liars,*,Valid Filler,Dimatis,1,2,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,29887,Dimatis,1,1,0,0
3_18,3,N5-c-M3,18,1,trucks,trucks,*,Valid Filler,Dimatis,1,2,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,18975,Dimatis,1,1,0,0
3_19,3,N5-c-M3,19,1,funerals,funerals,*,Invalid Filler,Datisi*,1,2,All open-casket services are funerals,Some funerals are anonymous burials,Some anonymous burials are open-casket services,NA,14895,Datisi,0,0,0,0
3_20,3,N5-c-M3,20,1,mugs,mugs,*,Valid Filler,Datisi,1,2,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,3092,Datisi,1,1,0,0
3_21,3,N5-c-M3,21,0,injuries,injuries,*,Invalid Filler,Dimatis*,1,2,Some sunburns are injuries,All broken bones are injuries,Some broken bones are sunburns,NA,3944,Dimatis,0,1,0,0
3_22,3,N5-c-M3,22,1,stones,stones,*,Invalid Filler,Datisi*,1,2,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,25614,Datisi,0,0,0,0
3_23,3,N5-c-M3,23,0,pepperoni,alcohol,*,Unrelated,Disamis,1,2,Some pepperonis are pork,All alcohols are intoxicants,Some intoxicants are pork,NA,18433,Disamis,0,1,0,0
3_24,3,N5-c-M3,24,0,cloak,dagger,script,Related,Disamis,1,2,Some cloaks are velvet,All daggers are knives,Some knives are velvet,NA,3422,Disamis,0,1,0,0
3_25,3,N5-c-M3,25,1,antiques,antiques,*,Invalid Filler,Darii*,1,2,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NA,13182,Darii,0,0,0,0
3_26,3,N5-c-M3,26,0,journal,hamburger,*,Unrelated,Darii,1,2,All journals are made of paper,Some entrées are hamburgers,Some entrées are made of paper,NA,22225,Darii,0,1,0,0
3_27,3,N5-c-M3,27,1,ponies,ponies,*,Valid Filler,Datisi,1,2,All ponies neigh,Some ponies are thoroughbreds,Some thoroughbreds neigh,NA,33231,Datisi,1,1,0,0
3_28,3,N5-c-M3,28,0,actors,actors,*,Invalid Filler,Datisi*,1,2,All male leads are actors,Some actors are women,Some women are male leads,NA,13863,Datisi,0,1,0,0
3_29,3,N5-c-M3,29,1,beans,rice,category,Related,Darii,1,2,All beans are legumes,Some grains are rice,Some grains are legumes,NA,4120,Darii,0,0,0,0
3_30,3,N5-c-M3,30,0,surgery,hall,*,Unrelated,Dimatis,1,2,Some medical procedures are surgeries,All halls are passageways,Some passageways are medical procedures,NA,9190,Dimatis,0,1,0,0
3_31,3,N5-c-M3,31,0,blackboard,chalk,instrument,Related,Dimatis,1,2,Some walls are blackboards,All chalks are writing tools,Some writing tools are walls,NA,5254,Dimatis,0,1,0,0
3_32,3,N5-c-M3,32,0,spices,spices,*,Invalid Filler,Dimatis*,1,2,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,3679,Dimatis,0,1,0,0
3_33,3,N5-c-M3,33,1,poets,poets,*,Valid Filler,Datisi,1,2,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,4031,Datisi,1,1,0,0
3_34,3,N5-c-M3,34,0,official,cereal,*,Unrelated,Disamis,1,2,Some officials are democratically elected,All cereals are grains,Some grains are democratically elected,NA,5655,Disamis,0,1,0,0
